id,state_name,district_name,name,count,created_date
444,Karnataka,B.B.M.P(CENTRAL),LEELA,220,2024-06-02 17:06:24
445,Karnataka,B.B.M.P(CENTRAL),leelavathi,653,2024-06-02 17:06:24
446,Karnataka,B.B.M.P(CENTRAL),lingamma,249,2024-06-02 17:06:24
447,Karnataka,B.B.M.P(CENTRAL),lingaraju,172,2024-06-02 17:06:24
448,Karnataka,B.B.M.P(CENTRAL),Lokesh,724,2024-06-02 17:06:24
449,Karnataka,B.B.M.P(CENTRAL),lokesha,131,2024-06-02 17:06:24
450,Karnataka,B.B.M.P(CENTRAL),M Venkatesh,103,2024-06-02 17:06:24
451,Karnataka,B.B.M.P(CENTRAL),madamma,120,2024-06-02 17:06:24
452,Karnataka,B.B.M.P(CENTRAL),madevamma,141,2024-06-02 17:06:24
453,Karnataka,B.B.M.P(CENTRAL),Madhu,291,2024-06-02 17:06:24
454,Karnataka,B.B.M.P(CENTRAL),mahaboob pasha,304,2024-06-02 17:06:24
455,Karnataka,B.B.M.P(CENTRAL),mahadev,292,2024-06-02 17:06:24
456,Karnataka,B.B.M.P(CENTRAL),mahadeva,225,2024-06-02 17:06:24
457,Karnataka,B.B.M.P(CENTRAL),Mahadevamma,657,2024-06-02 17:06:24
458,Karnataka,B.B.M.P(CENTRAL),mahadevappa,153,2024-06-02 17:06:24
459,Karnataka,B.B.M.P(CENTRAL),Mahadevi,197,2024-06-02 17:06:24
460,Karnataka,B.B.M.P(CENTRAL),Mahalakshmi,645,2024-06-02 17:06:24
461,Karnataka,B.B.M.P(CENTRAL),mahendra,173,2024-06-02 17:06:24
462,Karnataka,B.B.M.P(CENTRAL),mahesh,643,2024-06-02 17:06:24
463,Karnataka,B.B.M.P(CENTRAL),mahesh kumar,123,2024-06-02 17:06:24
464,Karnataka,B.B.M.P(CENTRAL),mahesh m,118,2024-06-02 17:06:24
465,Karnataka,B.B.M.P(CENTRAL),MAHESHA,184,2024-06-02 17:06:24
466,Karnataka,B.B.M.P(CENTRAL),Maheshwari,377,2024-06-02 17:06:24
467,Karnataka,B.B.M.P(CENTRAL),Mala,494,2024-06-02 17:06:24
468,Karnataka,B.B.M.P(CENTRAL),Malar,184,2024-06-02 17:06:24
469,Karnataka,B.B.M.P(CENTRAL),malathi,345,2024-06-02 17:06:24
470,Karnataka,B.B.M.P(CENTRAL),Malini,117,2024-06-02 17:06:24
471,Karnataka,B.B.M.P(CENTRAL),Mallamma,313,2024-06-02 17:06:24
472,Karnataka,B.B.M.P(CENTRAL),mallappa,156,2024-06-02 17:06:24
473,Karnataka,B.B.M.P(CENTRAL),mallesh,218,2024-06-02 17:06:24
474,Karnataka,B.B.M.P(CENTRAL),malliga,251,2024-06-02 17:06:24
475,Karnataka,B.B.M.P(CENTRAL),MALLIKA,453,2024-06-02 17:06:24
476,Karnataka,B.B.M.P(CENTRAL),mallikarjuna,249,2024-06-02 17:06:24
477,Karnataka,B.B.M.P(CENTRAL),Mamatha,877,2024-06-02 17:06:24
478,Karnataka,B.B.M.P(CENTRAL),Mangala,573,2024-06-02 17:06:24
479,Karnataka,B.B.M.P(CENTRAL),Mangalagowri,104,2024-06-02 17:06:24
480,Karnataka,B.B.M.P(CENTRAL),mangalamma,288,2024-06-02 17:06:24
481,Karnataka,B.B.M.P(CENTRAL),mangamma,213,2024-06-02 17:06:24
482,Karnataka,B.B.M.P(CENTRAL),mani,741,2024-06-02 17:06:24
483,Karnataka,B.B.M.P(CENTRAL),manikanta,149,2024-06-02 17:06:24
484,Karnataka,B.B.M.P(CENTRAL),manikantan,104,2024-06-02 17:06:24
485,Karnataka,B.B.M.P(CENTRAL),Manjamma,154,2024-06-02 17:06:24
486,Karnataka,B.B.M.P(CENTRAL),MANJU,791,2024-06-02 17:06:24
487,Karnataka,B.B.M.P(CENTRAL),Manjula,3937,2024-06-02 17:06:24
488,Karnataka,B.B.M.P(CENTRAL),manjula g,123,2024-06-02 17:06:24
489,Karnataka,B.B.M.P(CENTRAL),manjula k,173,2024-06-02 17:06:24
490,Karnataka,B.B.M.P(CENTRAL),MANJULA M,271,2024-06-02 17:06:24
491,Karnataka,B.B.M.P(CENTRAL),manjula n,146,2024-06-02 17:06:24
492,Karnataka,B.B.M.P(CENTRAL),manjula r,218,2024-06-02 17:06:24
493,Karnataka,B.B.M.P(CENTRAL),manjula s,254,2024-06-02 17:06:24
494,Karnataka,B.B.M.P(CENTRAL),Manjula V,123,2024-06-02 17:06:24
495,Karnataka,B.B.M.P(CENTRAL),Manjunath,1176,2024-06-02 17:06:24
496,Karnataka,B.B.M.P(CENTRAL),manjunath k,101,2024-06-02 17:06:24
497,Karnataka,B.B.M.P(CENTRAL),Manjunath M,150,2024-06-02 17:06:24
498,Karnataka,B.B.M.P(CENTRAL),Manjunath N,137,2024-06-02 17:06:24
499,Karnataka,B.B.M.P(CENTRAL),Manjunath R,154,2024-06-02 17:06:24
500,Karnataka,B.B.M.P(CENTRAL),Manjunath S,182,2024-06-02 17:06:24
501,Karnataka,B.B.M.P(CENTRAL),Manjunatha,1311,2024-06-02 17:06:24
502,Karnataka,B.B.M.P(CENTRAL),Manjunatha M,124,2024-06-02 17:06:24
503,Karnataka,B.B.M.P(CENTRAL),Manjunatha N,106,2024-06-02 17:06:24
504,Karnataka,B.B.M.P(CENTRAL),Manjunatha R,116,2024-06-02 17:06:24
505,Karnataka,B.B.M.P(CENTRAL),Manjunatha S,143,2024-06-02 17:06:24
506,Karnataka,B.B.M.P(CENTRAL),manohar,223,2024-06-02 17:06:24
507,Karnataka,B.B.M.P(CENTRAL),manoj kumar,163,2024-06-02 17:06:24
508,Karnataka,B.B.M.P(CENTRAL),mari,105,2024-06-02 17:06:24
509,Karnataka,B.B.M.P(CENTRAL),Marimuthu,127,2024-06-02 17:06:24
510,Karnataka,B.B.M.P(CENTRAL),mariyamma,426,2024-06-02 17:06:24
511,Karnataka,B.B.M.P(CENTRAL),Mariyappa,200,2024-06-02 17:06:24
512,Karnataka,B.B.M.P(CENTRAL),maruthi,114,2024-06-02 17:06:24
513,Karnataka,B.B.M.P(CENTRAL),Mary,460,2024-06-02 17:06:24
514,Karnataka,B.B.M.P(CENTRAL),mayamma,112,2024-06-02 17:06:24
515,Karnataka,B.B.M.P(CENTRAL),Meena,548,2024-06-02 17:06:24
516,Karnataka,B.B.M.P(CENTRAL),Meenakshi,618,2024-06-02 17:06:24
517,Karnataka,B.B.M.P(CENTRAL),MEHAR TAJ,125,2024-06-02 17:06:24
518,Karnataka,B.B.M.P(CENTRAL),meharunnisa,203,2024-06-02 17:06:24
519,Karnataka,B.B.M.P(CENTRAL),menaka,130,2024-06-02 17:06:24
520,Karnataka,B.B.M.P(CENTRAL),mina,120,2024-06-02 17:06:24
521,Karnataka,B.B.M.P(CENTRAL),minakshi,127,2024-06-02 17:06:24
522,Karnataka,B.B.M.P(CENTRAL),mohammed,127,2024-06-02 17:06:24
523,Karnataka,B.B.M.P(CENTRAL),mohammed ali,227,2024-06-02 17:06:24
524,Karnataka,B.B.M.P(CENTRAL),mohammed arif,107,2024-06-02 17:06:24
525,Karnataka,B.B.M.P(CENTRAL),Mohammed Asif,108,2024-06-02 17:06:24
526,Karnataka,B.B.M.P(CENTRAL),mohammed aslam,108,2024-06-02 17:06:24
527,Karnataka,B.B.M.P(CENTRAL),MOHAMMED GHOUSE,177,2024-06-02 17:06:24
528,Karnataka,B.B.M.P(CENTRAL),mohammed hussain,125,2024-06-02 17:06:24
529,Karnataka,B.B.M.P(CENTRAL),mohammed ibrahim,152,2024-06-02 17:06:24
530,Karnataka,B.B.M.P(CENTRAL),mohammed imran,145,2024-06-02 17:06:24
531,Karnataka,B.B.M.P(CENTRAL),mohammed ismail,206,2024-06-02 17:06:24
532,Karnataka,B.B.M.P(CENTRAL),mohammed rafi,122,2024-06-02 17:06:24
533,Karnataka,B.B.M.P(CENTRAL),mohammed rafiq,135,2024-06-02 17:06:24
534,Karnataka,B.B.M.P(CENTRAL),mohammed sadiq,141,2024-06-02 17:06:24
535,Karnataka,B.B.M.P(CENTRAL),mohammed saleem,113,2024-06-02 17:06:24
536,Karnataka,B.B.M.P(CENTRAL),MOHAN,574,2024-06-02 17:06:24
537,Karnataka,B.B.M.P(CENTRAL),mohan kumar,257,2024-06-02 17:06:24
538,Karnataka,B.B.M.P(CENTRAL),mohana,127,2024-06-02 17:06:24
539,Karnataka,B.B.M.P(CENTRAL),mubarak,197,2024-06-02 17:06:24
540,Karnataka,B.B.M.P(CENTRAL),mubarak pasha,204,2024-06-02 17:06:24
541,Karnataka,B.B.M.P(CENTRAL),Mubeen Taj,370,2024-06-02 17:06:24
542,Karnataka,B.B.M.P(CENTRAL),mubeena,110,2024-06-02 17:06:24
543,Karnataka,B.B.M.P(CENTRAL),Mubin Taj,186,2024-06-02 17:06:24
544,Karnataka,B.B.M.P(CENTRAL),Mubina,112,2024-06-02 17:06:24
545,Karnataka,B.B.M.P(CENTRAL),mubina taj,126,2024-06-02 17:06:24
546,Karnataka,B.B.M.P(CENTRAL),mumtaz begum,134,2024-06-02 17:06:24
547,Karnataka,B.B.M.P(CENTRAL),Muniraj,102,2024-06-02 17:06:24
548,Karnataka,B.B.M.P(CENTRAL),muniraju,454,2024-06-02 17:06:24
549,Karnataka,B.B.M.P(CENTRAL),Munirathna,161,2024-06-02 17:06:24
550,Karnataka,B.B.M.P(CENTRAL),munirathnamma,144,2024-06-02 17:06:24
551,Karnataka,B.B.M.P(CENTRAL),Muniswamy,495,2024-06-02 17:06:24
552,Karnataka,B.B.M.P(CENTRAL),MUNIYAMMA,1375,2024-06-02 17:06:24
553,Karnataka,B.B.M.P(CENTRAL),muniyappa,419,2024-06-02 17:06:24
554,Karnataka,B.B.M.P(CENTRAL),murali,349,2024-06-02 17:06:24
555,Karnataka,B.B.M.P(CENTRAL),Murthy,598,2024-06-02 17:06:24
556,Karnataka,B.B.M.P(CENTRAL),muruga,182,2024-06-02 17:06:24
557,Karnataka,B.B.M.P(CENTRAL),murugan,567,2024-06-02 17:06:24
558,Karnataka,B.B.M.P(CENTRAL),murugesh,325,2024-06-02 17:06:24
559,Karnataka,B.B.M.P(CENTRAL),muruli,122,2024-06-02 17:06:24
560,Karnataka,B.B.M.P(CENTRAL),Muthamma,155,2024-06-02 17:06:24
561,Karnataka,B.B.M.P(CENTRAL),muthu,160,2024-06-02 17:06:24
562,Karnataka,B.B.M.P(CENTRAL),muthyalamma,198,2024-06-02 17:06:24
563,Karnataka,B.B.M.P(CENTRAL),nadeem pasha,128,2024-06-02 17:06:24
564,Karnataka,B.B.M.P(CENTRAL),Nadiya,130,2024-06-02 17:06:24
565,Karnataka,B.B.M.P(CENTRAL),Nagalakshmi,323,2024-06-02 17:06:24
566,Karnataka,B.B.M.P(CENTRAL),Nagamani,326,2024-06-02 17:06:24
567,Karnataka,B.B.M.P(CENTRAL),Nagamma,1351,2024-06-02 17:06:24
568,Karnataka,B.B.M.P(CENTRAL),nagappa,111,2024-06-02 17:06:24
569,Karnataka,B.B.M.P(CENTRAL),Nagaraj,1074,2024-06-02 17:06:24
570,Karnataka,B.B.M.P(CENTRAL),NAGARAJA,164,2024-06-02 17:06:24
571,Karnataka,B.B.M.P(CENTRAL),Nagaraju,1286,2024-06-02 17:06:24
572,Karnataka,B.B.M.P(CENTRAL),Nagarathna,1348,2024-06-02 17:06:24
573,Karnataka,B.B.M.P(CENTRAL),NAGARATHNAMMA,546,2024-06-02 17:06:24
574,Karnataka,B.B.M.P(CENTRAL),Nagaveni,315,2024-06-02 17:06:24
575,Karnataka,B.B.M.P(CENTRAL),nagendra,226,2024-06-02 17:06:24
576,Karnataka,B.B.M.P(CENTRAL),Nagesh,377,2024-06-02 17:06:24
577,Karnataka,B.B.M.P(CENTRAL),Nagina,158,2024-06-02 17:06:24
578,Karnataka,B.B.M.P(CENTRAL),nagina taj,115,2024-06-02 17:06:24
579,Karnataka,B.B.M.P(CENTRAL),Najma,123,2024-06-02 17:06:24
580,Karnataka,B.B.M.P(CENTRAL),najmunnisa,103,2024-06-02 17:06:24
581,Karnataka,B.B.M.P(CENTRAL),Nalini,356,2024-06-02 17:06:24
582,Karnataka,B.B.M.P(CENTRAL),Nandakumar,127,2024-06-02 17:06:24
583,Karnataka,B.B.M.P(CENTRAL),Nandini,443,2024-06-02 17:06:24
584,Karnataka,B.B.M.P(CENTRAL),nanjamma,453,2024-06-02 17:06:24
585,Karnataka,B.B.M.P(CENTRAL),Nanjappa,139,2024-06-02 17:06:24
586,Karnataka,B.B.M.P(CENTRAL),nanjunda,112,2024-06-02 17:06:24
587,Karnataka,B.B.M.P(CENTRAL),nanjundappa,117,2024-06-02 17:06:24
588,Karnataka,B.B.M.P(CENTRAL),Narasamma,807,2024-06-02 17:06:24
589,Karnataka,B.B.M.P(CENTRAL),narasimha,337,2024-06-02 17:06:24
590,Karnataka,B.B.M.P(CENTRAL),Narasimha Murthy,507,2024-06-02 17:06:24
591,Karnataka,B.B.M.P(CENTRAL),narasimhaiah,196,2024-06-02 17:06:24
592,Karnataka,B.B.M.P(CENTRAL),narasimhalu,115,2024-06-02 17:06:24
593,Karnataka,B.B.M.P(CENTRAL),NarasimhaMurthy,106,2024-06-02 17:06:24
594,Karnataka,B.B.M.P(CENTRAL),narayan,336,2024-06-02 17:06:24
595,Karnataka,B.B.M.P(CENTRAL),narayana,267,2024-06-02 17:06:24
596,Karnataka,B.B.M.P(CENTRAL),Narayanamma,442,2024-06-02 17:06:24
597,Karnataka,B.B.M.P(CENTRAL),Narayanappa,270,2024-06-02 17:06:24
598,Karnataka,B.B.M.P(CENTRAL),narayanaswamy,222,2024-06-02 17:06:24
599,Karnataka,B.B.M.P(CENTRAL),naseema,158,2024-06-02 17:06:24
600,Karnataka,B.B.M.P(CENTRAL),nasima,131,2024-06-02 17:06:24
601,Karnataka,B.B.M.P(CENTRAL),nasreen taj,340,2024-06-02 17:06:24
602,Karnataka,B.B.M.P(CENTRAL),nasrin taj,140,2024-06-02 17:06:24
603,Karnataka,B.B.M.P(CENTRAL),nataraj,316,2024-06-02 17:06:24
604,Karnataka,B.B.M.P(CENTRAL),Naveen,152,2024-06-02 17:06:24
605,Karnataka,B.B.M.P(CENTRAL),Naveen Kumar,250,2024-06-02 17:06:24
606,Karnataka,B.B.M.P(CENTRAL),nawaz pasha,136,2024-06-02 17:06:24
607,Karnataka,B.B.M.P(CENTRAL),nayaz,104,2024-06-02 17:06:24
608,Karnataka,B.B.M.P(CENTRAL),Nayaz Pasha,250,2024-06-02 17:06:24
609,Karnataka,B.B.M.P(CENTRAL),nazeer ahmed,129,2024-06-02 17:06:24
610,Karnataka,B.B.M.P(CENTRAL),Nazima,201,2024-06-02 17:06:24
611,Karnataka,B.B.M.P(CENTRAL),naziya,110,2024-06-02 17:06:24
612,Karnataka,B.B.M.P(CENTRAL),neela,176,2024-06-02 17:06:24
613,Karnataka,B.B.M.P(CENTRAL),neelamma,368,2024-06-02 17:06:24
614,Karnataka,B.B.M.P(CENTRAL),Nethravathi,433,2024-06-02 17:06:24
615,Karnataka,B.B.M.P(CENTRAL),Ningamma,368,2024-06-02 17:06:24
616,Karnataka,B.B.M.P(CENTRAL),Nirmala,1089,2024-06-02 17:06:24
617,Karnataka,B.B.M.P(CENTRAL),nisar ahmed,199,2024-06-02 17:06:24
618,Karnataka,B.B.M.P(CENTRAL),Nithya,110,2024-06-02 17:06:24
619,Karnataka,B.B.M.P(CENTRAL),noor fathima,149,2024-06-02 17:06:24
620,Karnataka,B.B.M.P(CENTRAL),NOOR JAHAN,196,2024-06-02 17:06:24
621,Karnataka,B.B.M.P(CENTRAL),Noor Jan,374,2024-06-02 17:06:24
622,Karnataka,B.B.M.P(CENTRAL),noorjan,163,2024-06-02 17:06:24
623,Karnataka,B.B.M.P(CENTRAL),obalamma,108,2024-06-02 17:06:24
624,Karnataka,B.B.M.P(CENTRAL),obalesh,102,2024-06-02 17:06:24
625,Karnataka,B.B.M.P(CENTRAL),Padma,1435,2024-06-02 17:06:24
626,Karnataka,B.B.M.P(CENTRAL),padmamma,182,2024-06-02 17:06:24
627,Karnataka,B.B.M.P(CENTRAL),Padmavathi,996,2024-06-02 17:06:24
628,Karnataka,B.B.M.P(CENTRAL),Palani,433,2024-06-02 17:06:24
629,Karnataka,B.B.M.P(CENTRAL),palaniyamma,124,2024-06-02 17:06:24
630,Karnataka,B.B.M.P(CENTRAL),pallavi,176,2024-06-02 17:06:24
631,Karnataka,B.B.M.P(CENTRAL),pandiyan,102,2024-06-02 17:06:24
632,Karnataka,B.B.M.P(CENTRAL),pankaja,133,2024-06-02 17:06:24
633,Karnataka,B.B.M.P(CENTRAL),papamma,296,2024-06-02 17:06:24
634,Karnataka,B.B.M.P(CENTRAL),paramesh,184,2024-06-02 17:06:24
635,Karnataka,B.B.M.P(CENTRAL),parameshwari,149,2024-06-02 17:06:24
636,Karnataka,B.B.M.P(CENTRAL),Parimala,281,2024-06-02 17:06:24
637,Karnataka,B.B.M.P(CENTRAL),PARVATHAMMA,919,2024-06-02 17:06:24
638,Karnataka,B.B.M.P(CENTRAL),Parvathi,1005,2024-06-02 17:06:24
639,Karnataka,B.B.M.P(CENTRAL),Parveen,177,2024-06-02 17:06:24
640,Karnataka,B.B.M.P(CENTRAL),Parveen Taj,534,2024-06-02 17:06:24
641,Karnataka,B.B.M.P(CENTRAL),parvin taj,156,2024-06-02 17:06:24
642,Karnataka,B.B.M.P(CENTRAL),Pavithra,395,2024-06-02 17:06:24
643,Karnataka,B.B.M.P(CENTRAL),perumal,194,2024-06-02 17:06:24
644,Karnataka,B.B.M.P(CENTRAL),pooja,123,2024-06-02 17:06:24
645,Karnataka,B.B.M.P(CENTRAL),Poornima,390,2024-06-02 17:06:24
646,Karnataka,B.B.M.P(CENTRAL),prabha,151,2024-06-02 17:06:24
647,Karnataka,B.B.M.P(CENTRAL),prabhakar,294,2024-06-02 17:06:24
648,Karnataka,B.B.M.P(CENTRAL),prabhavathi,377,2024-06-02 17:06:24
649,Karnataka,B.B.M.P(CENTRAL),Prabhu,316,2024-06-02 17:06:24
650,Karnataka,B.B.M.P(CENTRAL),pradeep,231,2024-06-02 17:06:24
651,Karnataka,B.B.M.P(CENTRAL),pradeep kumar,148,2024-06-02 17:06:24
652,Karnataka,B.B.M.P(CENTRAL),Prakash,1141,2024-06-02 17:06:24
653,Karnataka,B.B.M.P(CENTRAL),Pramila,581,2024-06-02 17:06:24
654,Karnataka,B.B.M.P(CENTRAL),Prasad,187,2024-06-02 17:06:24
655,Karnataka,B.B.M.P(CENTRAL),Prasanna,131,2024-06-02 17:06:24
656,Karnataka,B.B.M.P(CENTRAL),prasanna kumar,116,2024-06-02 17:06:24
657,Karnataka,B.B.M.P(CENTRAL),prashanth,239,2024-06-02 17:06:24
658,Karnataka,B.B.M.P(CENTRAL),prathibha,131,2024-06-02 17:06:24
659,Karnataka,B.B.M.P(CENTRAL),prathima,111,2024-06-02 17:06:24
660,Karnataka,B.B.M.P(CENTRAL),Praveen,145,2024-06-02 17:06:24
661,Karnataka,B.B.M.P(CENTRAL),PRAVEEN KUMAR,200,2024-06-02 17:06:24
662,Karnataka,B.B.M.P(CENTRAL),preethi,126,2024-06-02 17:06:24
663,Karnataka,B.B.M.P(CENTRAL),prem kumar,109,2024-06-02 17:06:24
664,Karnataka,B.B.M.P(CENTRAL),Prema,1280,2024-06-02 17:06:24
665,Karnataka,B.B.M.P(CENTRAL),premalatha,156,2024-06-02 17:06:24
666,Karnataka,B.B.M.P(CENTRAL),Priya,305,2024-06-02 17:06:24
667,Karnataka,B.B.M.P(CENTRAL),Priyanka,148,2024-06-02 17:06:24
668,Karnataka,B.B.M.P(CENTRAL),Purnima,118,2024-06-02 17:06:24
669,Karnataka,B.B.M.P(CENTRAL),Purushotham,280,2024-06-02 17:06:24
670,Karnataka,B.B.M.P(CENTRAL),Pushpa,1275,2024-06-02 17:06:24
671,Karnataka,B.B.M.P(CENTRAL),pushpalatha,516,2024-06-02 17:06:24
672,Karnataka,B.B.M.P(CENTRAL),Pushpavathi,184,2024-06-02 17:06:24
673,Karnataka,B.B.M.P(CENTRAL),puttamma,581,2024-06-02 17:06:24
674,Karnataka,B.B.M.P(CENTRAL),puttaraju,192,2024-06-02 17:06:24
675,Karnataka,B.B.M.P(CENTRAL),puttaswamy,258,2024-06-02 17:06:24
676,Karnataka,B.B.M.P(CENTRAL),Radha,1178,2024-06-02 17:06:24
677,Karnataka,B.B.M.P(CENTRAL),radhakrishna,105,2024-06-02 17:06:24
678,Karnataka,B.B.M.P(CENTRAL),Radhamma,297,2024-06-02 17:06:24
679,Karnataka,B.B.M.P(CENTRAL),Radhika,201,2024-06-02 17:06:24
680,Karnataka,B.B.M.P(CENTRAL),rafiq ahmed,101,2024-06-02 17:06:24
681,Karnataka,B.B.M.P(CENTRAL),Raghavendra,450,2024-06-02 17:06:24
682,Karnataka,B.B.M.P(CENTRAL),Raghu,430,2024-06-02 17:06:24
683,Karnataka,B.B.M.P(CENTRAL),raj,270,2024-06-02 17:06:24
684,Karnataka,B.B.M.P(CENTRAL),raj kumar,102,2024-06-02 17:06:24
685,Karnataka,B.B.M.P(CENTRAL),raja,567,2024-06-02 17:06:24
686,Karnataka,B.B.M.P(CENTRAL),rajalakshmi,315,2024-06-02 17:06:24
687,Karnataka,B.B.M.P(CENTRAL),Rajamma,1210,2024-06-02 17:06:24
688,Karnataka,B.B.M.P(CENTRAL),rajan,123,2024-06-02 17:06:24
689,Karnataka,B.B.M.P(CENTRAL),rajani,107,2024-06-02 17:06:24
690,Karnataka,B.B.M.P(CENTRAL),Rajanna,349,2024-06-02 17:06:24
691,Karnataka,B.B.M.P(CENTRAL),Rajashekhar,232,2024-06-02 17:06:24
692,Karnataka,B.B.M.P(CENTRAL),rajendra,308,2024-06-02 17:06:24
693,Karnataka,B.B.M.P(CENTRAL),rajendran,265,2024-06-02 17:06:24
694,Karnataka,B.B.M.P(CENTRAL),Rajesh,774,2024-06-02 17:06:24
695,Karnataka,B.B.M.P(CENTRAL),rajesh kumar,133,2024-06-02 17:06:24
696,Karnataka,B.B.M.P(CENTRAL),rajesh s,132,2024-06-02 17:06:24
697,Karnataka,B.B.M.P(CENTRAL),Rajeshwari,1567,2024-06-02 17:06:24
698,Karnataka,B.B.M.P(CENTRAL),Raju,1404,2024-06-02 17:06:24
699,Karnataka,B.B.M.P(CENTRAL),raju M,115,2024-06-02 17:06:24
700,Karnataka,B.B.M.P(CENTRAL),Raju S,112,2024-06-02 17:06:24
701,Karnataka,B.B.M.P(CENTRAL),rakesh,143,2024-06-02 17:06:24
702,Karnataka,B.B.M.P(CENTRAL),rama,191,2024-06-02 17:06:24
703,Karnataka,B.B.M.P(CENTRAL),Ramachandra,403,2024-06-02 17:06:24
704,Karnataka,B.B.M.P(CENTRAL),ramadevi,156,2024-06-02 17:06:24
705,Karnataka,B.B.M.P(CENTRAL),ramaiah,265,2024-06-02 17:06:24
706,Karnataka,B.B.M.P(CENTRAL),RAMAKKA,210,2024-06-02 17:06:24
707,Karnataka,B.B.M.P(CENTRAL),ramakrishna,454,2024-06-02 17:06:24
708,Karnataka,B.B.M.P(CENTRAL),ramamurthy,188,2024-06-02 17:06:24
709,Karnataka,B.B.M.P(CENTRAL),Ramani,175,2024-06-02 17:06:24
710,Karnataka,B.B.M.P(CENTRAL),ramanna,243,2024-06-02 17:06:24
711,Karnataka,B.B.M.P(CENTRAL),ramaswamy,134,2024-06-02 17:06:24
712,Karnataka,B.B.M.P(CENTRAL),Ramesh,1827,2024-06-02 17:06:24
713,Karnataka,B.B.M.P(CENTRAL),ramesh babu,111,2024-06-02 17:06:24
714,Karnataka,B.B.M.P(CENTRAL),Ramesh K,118,2024-06-02 17:06:24
715,Karnataka,B.B.M.P(CENTRAL),ramesh kumar,210,2024-06-02 17:06:24
716,Karnataka,B.B.M.P(CENTRAL),ramesh m,135,2024-06-02 17:06:24
717,Karnataka,B.B.M.P(CENTRAL),ramesh r,146,2024-06-02 17:06:24
718,Karnataka,B.B.M.P(CENTRAL),ramesh s,161,2024-06-02 17:06:24
719,Karnataka,B.B.M.P(CENTRAL),Ramesha,379,2024-06-02 17:06:24
720,Karnataka,B.B.M.P(CENTRAL),ramu,525,2024-06-02 17:06:24
721,Karnataka,B.B.M.P(CENTRAL),Ramya,291,2024-06-02 17:06:24
722,Karnataka,B.B.M.P(CENTRAL),Rangamma,444,2024-06-02 17:06:24
723,Karnataka,B.B.M.P(CENTRAL),ranganath,115,2024-06-02 17:06:24
724,Karnataka,B.B.M.P(CENTRAL),Ranganatha,157,2024-06-02 17:06:24
725,Karnataka,B.B.M.P(CENTRAL),Rangappa,150,2024-06-02 17:06:24
726,Karnataka,B.B.M.P(CENTRAL),Rangaswamy,437,2024-06-02 17:06:24
727,Karnataka,B.B.M.P(CENTRAL),Rani,1161,2024-06-02 17:06:24
728,Karnataka,B.B.M.P(CENTRAL),Ranjitha,143,2024-06-02 17:06:24
729,Karnataka,B.B.M.P(CENTRAL),rashmi,203,2024-06-02 17:06:24
730,Karnataka,B.B.M.P(CENTRAL),Rathna,676,2024-06-02 17:06:24
731,Karnataka,B.B.M.P(CENTRAL),Rathnamma,1681,2024-06-02 17:06:24
732,Karnataka,B.B.M.P(CENTRAL),Ravi,1377,2024-06-02 17:06:24
733,Karnataka,B.B.M.P(CENTRAL),Ravi Kumar,238,2024-06-02 17:06:24
734,Karnataka,B.B.M.P(CENTRAL),ravi s,114,2024-06-02 17:06:24
735,Karnataka,B.B.M.P(CENTRAL),ravichandra,108,2024-06-02 17:06:24
736,Karnataka,B.B.M.P(CENTRAL),ravikumar,515,2024-06-02 17:06:24
737,Karnataka,B.B.M.P(CENTRAL),ravindra,115,2024-06-02 17:06:24
738,Karnataka,B.B.M.P(CENTRAL),reeta,101,2024-06-02 17:06:24
739,Karnataka,B.B.M.P(CENTRAL),rehana,135,2024-06-02 17:06:24
740,Karnataka,B.B.M.P(CENTRAL),Rekha,984,2024-06-02 17:06:24
741,Karnataka,B.B.M.P(CENTRAL),rekha s,102,2024-06-02 17:06:24
742,Karnataka,B.B.M.P(CENTRAL),Renuka,950,2024-06-02 17:06:24
743,Karnataka,B.B.M.P(CENTRAL),Renukamma,247,2024-06-02 17:06:24
744,Karnataka,B.B.M.P(CENTRAL),RESHMA,882,2024-06-02 17:06:24
745,Karnataka,B.B.M.P(CENTRAL),Reshma Banu,375,2024-06-02 17:06:24
746,Karnataka,B.B.M.P(CENTRAL),RESHMA TAJ,157,2024-06-02 17:06:24
747,Karnataka,B.B.M.P(CENTRAL),revanna,115,2024-06-02 17:06:24
748,Karnataka,B.B.M.P(CENTRAL),Revathi,443,2024-06-02 17:06:24
749,Karnataka,B.B.M.P(CENTRAL),Rihana,127,2024-06-02 17:06:24
750,Karnataka,B.B.M.P(CENTRAL),Riyaz,112,2024-06-02 17:06:24
751,Karnataka,B.B.M.P(CENTRAL),riyaz ahmed,175,2024-06-02 17:06:24
752,Karnataka,B.B.M.P(CENTRAL),riyaz pasha,220,2024-06-02 17:06:24
753,Karnataka,B.B.M.P(CENTRAL),rizwan pasha,109,2024-06-02 17:06:24
754,Karnataka,B.B.M.P(CENTRAL),RIZWANA,127,2024-06-02 17:06:24
755,Karnataka,B.B.M.P(CENTRAL),roopa,736,2024-06-02 17:06:24
756,Karnataka,B.B.M.P(CENTRAL),rukmani,107,2024-06-02 17:06:24
757,Karnataka,B.B.M.P(CENTRAL),Rukmini,635,2024-06-02 17:06:24
758,Karnataka,B.B.M.P(CENTRAL),sadiq,126,2024-06-02 17:06:24
759,Karnataka,B.B.M.P(CENTRAL),sadiq pasha,337,2024-06-02 17:06:24
